sample_number,position,token_id,token,predicted_class_index,predicted_class_name,output_class_index,output_class_name,signed_shap,abs_shap,is_predicted_class
75,25,2349,moskwa,1,global,2,money,-0.03406677395105362,0.03406677395105362,False
75,25,2349,moskwa,1,global,3,tekno,-0.022635001689195633,0.022635001689195633,False
76,0,447,ojk,2,money,0,bola,0.0,0.0,False
76,0,447,ojk,2,money,1,global,-0.0745193138718605,0.0745193138718605,False
76,0,447,ojk,2,money,2,money,0.0397162027657032,0.0397162027657032,True
76,0,447,ojk,2,money,3,tekno,-0.025128617882728577,0.025128617882728577,False
76,1,472,risiko,2,money,0,bola,-0.013544897548854351,0.013544897548854351,False
76,1,472,risiko,2,money,1,global,0.046512529253959656,0.046512529253959656,False
76,1,472,risiko,2,money,2,money,-0.024622004479169846,0.024622004479169846,True
76,1,472,risiko,2,money,3,tekno,0.0,0.0,False
76,2,1412,perbankan,2,money,0,bola,0.39189544320106506,0.39189544320106506,False
76,2,1412,perbankan,2,money,1,global,0.0,0.0,False
76,2,1412,perbankan,2,money,2,money,-0.18452413380146027,0.18452413380146027,True
76,2,1412,perbankan,2,money,3,tekno,-0.00602154154330492,0.00602154154330492,False
76,3,138,tetap,2,money,0,bola,-0.42120832204818726,0.42120832204818726,False
76,3,138,tetap,2,money,1,global,0.08108702301979065,0.08108702301979065,False
76,3,138,tetap,2,money,2,money,0.26135241985321045,0.26135241985321045,True
76,3,138,tetap,2,money,3,tekno,0.07139921188354492,0.07139921188354492,False
76,4,3301,terkendali,2,money,0,bola,0.7987471222877502,0.7987471222877502,False
76,4,3301,terkendali,2,money,1,global,-0.1639305055141449,0.1639305055141449,False
76,4,3301,terkendali,2,money,2,money,-0.44030407071113586,0.44030407071113586,True
76,4,3301,terkendali,2,money,3,tekno,-0.037188198417425156,0.037188198417425156,False
76,5,170,meski,2,money,0,bola,-0.1565040498971939,0.1565040498971939,False
76,5,170,meski,2,money,1,global,0.02031814493238926,0.02031814493238926,False
76,5,170,meski,2,money,2,money,0.06036027893424034,0.06036027893424034,True
76,5,170,meski,2,money,3,tekno,0.023950902745127678,0.023950902745127678,False
76,6,76,rupiah,2,money,0,bola,0.09753008931875229,0.09753008931875229,False
76,6,76,rupiah,2,money,1,global,-0.1303853690624237,0.1303853690624237,False
76,6,76,rupiah,2,money,2,money,0.10869426280260086,0.10869426280260086,True
76,6,76,rupiah,2,money,3,tekno,-0.02084355056285858,0.02084355056285858,False
76,7,667,tertekan,2,money,0,bola,0.4477097988128662,0.4477097988128662,False
76,7,667,tertekan,2,money,1,global,-0.005478967446833849,0.005478967446833849,False
76,7,667,tertekan,2,money,2,money,-0.3217410445213318,0.3217410445213318,True
76,7,667,tertekan,2,money,3,tekno,-0.04596532881259918,0.04596532881259918,False
76,8,2,[SEP],2,money,0,bola,-0.11985167860984802,0.11985167860984802,False
76,8,2,[SEP],2,money,1,global,-0.07588322460651398,0.07588322460651398,False
76,8,2,[SEP],2,money,2,money,0.057212214916944504,0.057212214916944504,True
76,8,2,[SEP],2,money,3,tekno,-0.022296888753771782,0.022296888753771782,False
76,9,447,ojk,2,money,0,bola,-0.21988391876220703,0.21988391876220703,False
76,9,447,ojk,2,money,1,global,-0.09453310817480087,0.09453310817480087,False
76,9,447,ojk,2,money,2,money,0.3231165111064911,0.3231165111064911,True
76,9,447,ojk,2,money,3,tekno,-0.007374259643256664,0.007374259643256664,False
76,10,6973,memandang,2,money,0,bola,-0.292301744222641,0.292301744222641,False
76,10,6973,memandang,2,money,1,global,0.0772651806473732,0.0772651806473732,False
76,10,6973,memandang,2,money,2,money,0.1774509847164154,0.1774509847164154,True
76,10,6973,memandang,2,money,3,tekno,0.0337393544614315,0.0337393544614315,False
76,11,697,kinerja,2,money,0,bola,0.23932521045207977,0.23932521045207977,False
76,11,697,kinerja,2,money,1,global,-0.1271933615207672,0.1271933615207672,False
76,11,697,kinerja,2,money,2,money,0.0,0.0,True
76,11,697,kinerja,2,money,3,tekno,-0.01809321530163288,0.01809321530163288,False
76,12,1412,perbankan,2,money,0,bola,-0.12996958196163177,0.12996958196163177,False
76,12,1412,perbankan,2,money,1,global,-0.031503818929195404,0.031503818929195404,False
76,12,1412,perbankan,2,money,2,money,0.19167427718639374,0.19167427718639374,True
76,12,1412,perbankan,2,money,3,tekno,-0.00760303670540452,0.00760303670540452,False
76,13,189,nasional,2,money,0,bola,-0.5064562559127808,0.5064562559127808,False
76,13,189,nasional,2,money,1,global,0.1557232290506363,0.1557232290506363,False
76,13,189,nasional,2,money,2,money,0.2551710605621338,0.2551710605621338,True
76,13,189,nasional,2,money,3,tekno,0.04072215408086777,0.04072215408086777,False
76,14,17,pada,2,money,0,bola,-0.24196413159370422,0.24196413159370422,False
76,14,17,pada,2,money,1,global,0.03016568161547184,0.03016568161547184,False
76,14,17,pada,2,money,2,money,0.11837894469499588,0.11837894469499588,True
76,14,17,pada,2,money,3,tekno,0.002169492421671748,0.002169492421671748,False
76,15,5,2026,2,money,0,bola,-0.08410890400409698,0.08410890400409698,False
76,15,5,2026,2,money,1,global,0.05295833945274353,0.05295833945274353,False
76,15,5,2026,2,money,2,money,-0.007185489404946566,0.007185489404946566,True
76,15,5,2026,2,money,3,tekno,0.0386233925819397,0.0386233925819397,False
76,16,56,masih,2,money,0,bola,-0.0900021344423294,0.0900021344423294,False
76,16,56,masih,2,money,1,global,0.092434823513031,0.092434823513031,False
76,16,56,masih,2,money,2,money,-0.02552085556089878,0.02552085556089878,True
76,16,56,masih,2,money,3,tekno,0.023670604452490807,0.023670604452490807,False
76,17,24,akan,2,money,0,bola,-0.3783886134624481,0.3783886134624481,False
76,17,24,akan,2,money,1,global,0.12314286082983017,0.12314286082983017,False
76,17,24,akan,2,money,2,money,0.16072358191013336,0.16072358191013336,True
76,17,24,akan,2,money,3,tekno,0.0,0.0,False
76,18,138,tetap,2,money,0,bola,-0.07984717935323715,0.07984717935323715,False
76,18,138,tetap,2,money,1,global,0.01924617402255535,0.01924617402255535,False
76,18,138,tetap,2,money,2,money,0.0,0.0,True
76,18,138,tetap,2,money,3,tekno,0.0,0.0,False
76,19,2220,solid,2,money,0,bola,-0.2857551872730255,0.2857551872730255,False
76,19,2220,solid,2,money,1,global,0.10560809820890427,0.10560809820890427,False
76,19,2220,solid,2,money,2,money,0.17991052567958832,0.17991052567958832,True
76,19,2220,solid,2,money,3,tekno,0.03917516767978668,0.03917516767978668,False
76,20,3,di,2,money,0,bola,-0.23770692944526672,0.23770692944526672,False
76,20,3,di,2,money,1,global,0.12911775708198547,0.12911775708198547,False
76,20,3,di,2,money,2,money,0.0905410647392273,0.0905410647392273,True
76,20,3,di,2,money,3,tekno,0.031948477029800415,0.031948477029800415,False
76,21,33,tengah,2,money,0,bola,0.10296078771352768,0.10296078771352768,False
76,21,33,tengah,2,money,1,global,-0.08272701501846313,0.08272701501846313,False
76,21,33,tengah,2,money,2,money,-0.026560723781585693,0.026560723781585693,True
76,21,33,tengah,2,money,3,tekno,-0.018766330555081367,0.018766330555081367,False
76,22,2016,dinamika,2,money,0,bola,0.08541634678840637,0.08541634678840637,False
76,22,2016,dinamika,2,money,1,global,-0.07496562600135803,0.07496562600135803,False
76,22,2016,dinamika,2,money,2,money,0.025435399264097214,0.025435399264097214,True
76,22,2016,dinamika,2,money,3,tekno,-0.015815094113349915,0.015815094113349915,False
76,23,99,ekonomi,2,money,0,bola,-0.2011471390724182,0.2011471390724182,False
76,23,99,ekonomi,2,money,1,global,-0.00037046088255010545,0.00037046088255010545,False
76,23,99,ekonomi,2,money,2,money,0.20779554545879364,0.20779554545879364,True
76,23,99,ekonomi,2,money,3,tekno,-0.019088778644800186,0.019088778644800186,False
76,24,50,global,2,money,0,bola,-0.271668940782547,0.271668940782547,False
76,24,50,global,2,money,1,global,0.06473388522863388,0.06473388522863388,False
76,24,50,global,2,money,2,money,0.07695655524730682,0.07695655524730682,True
76,24,50,global,2,money,3,tekno,0.0,0.0,False
76,25,4,dan,2,money,0,bola,0.17431321740150452,0.17431321740150452,False
76,25,4,dan,2,money,1,global,-0.08208435773849487,0.08208435773849487,False
76,25,4,dan,2,money,2,money,-0.04771852120757103,0.04771852120757103,True
76,25,4,dan,2,money,3,tekno,-0.03511272743344307,0.03511272743344307,False
76,26,765,domestik,2,money,0,bola,0.39252200722694397,0.39252200722694397,False
76,26,765,domestik,2,money,1,global,-0.054419197142124176,0.054419197142124176,False
76,26,765,domestik,2,money,2,money,-0.2567499876022339,0.2567499876022339,True
76,26,765,domestik,2,money,3,tekno,-0.02609407529234886,0.02609407529234886,False
77,0,226,9,3,tekno,0,bola,-0.45166513323783875,0.45166513323783875,False
77,0,226,9,3,tekno,1,global,0.138464093208313,0.138464093208313,False
77,0,226,9,3,tekno,2,money,0.11458396166563034,0.11458396166563034,False
77,0,226,9,3,tekno,3,tekno,0.1680823564529419,0.1680823564529419,True
77,1,42,hp,3,tekno,0,bola,-0.3128114938735962,0.3128114938735962,False
77,1,42,hp,3,tekno,1,global,-0.04917445406317711,0.04917445406317711,False
77,1,42,hp,3,tekno,2,money,-0.01189140509814024,0.01189140509814024,False
77,1,42,hp,3,tekno,3,tekno,0.3805365264415741,0.3805365264415741,True
77,2,31,baru,3,tekno,0,bola,-0.45157894492149353,0.45157894492149353,False
77,2,31,baru,3,tekno,1,global,0.11148946732282639,0.11148946732282639,False
77,2,31,baru,3,tekno,2,money,0.08527834713459015,0.08527834713459015,False
77,2,31,baru,3,tekno,3,tekno,0.25045710802078247,0.25045710802078247,True
77,3,3,di,3,tekno,0,bola,0.3536541163921356,0.3536541163921356,False
77,3,3,di,3,tekno,1,global,-0.06031192094087601,0.06031192094087601,False
77,3,3,di,3,tekno,2,money,-0.11569015681743622,0.11569015681743622,False
77,3,3,di,3,tekno,3,tekno,-0.1851814091205597,0.1851814091205597,True
77,4,12,indonesia,3,tekno,0,bola,-0.4023180603981018,0.4023180603981018,False
77,4,12,indonesia,3,tekno,1,global,0.07912936806678772,0.07912936806678772,False
77,4,12,indonesia,3,tekno,2,money,0.042566411197185516,0.042566411197185516,False
77,4,12,indonesia,3,tekno,3,tekno,0.26321399211883545,0.26321399211883545,True
77,5,15,harga,3,tekno,0,bola,-0.12315032631158829,0.12315032631158829,False
77,5,15,harga,3,tekno,1,global,-0.023714851588010788,0.023714851588010788,False
77,5,15,harga,3,tekno,2,money,0.0,0.0,False
77,5,15,harga,3,tekno,3,tekno,0.07481805235147476,0.07481805235147476,True
77,6,16,rp,3,tekno,0,bola,-0.6675864458084106,0.6675864458084106,False
77,6,16,rp,3,tekno,1,global,0.1255459040403366,0.1255459040403366,False
77,6,16,rp,3,tekno,2,money,0.22551436722278595,0.22551436722278595,False
77,6,16,rp,3,tekno,3,tekno,0.29101982712745667,0.29101982712745667,True
77,7,25,1,3,tekno,0,bola,0.08196183294057846,0.08196183294057846,False
77,7,25,1,3,tekno,1,global,0.0,0.0,False
77,7,25,1,3,tekno,2,money,0.033880848437547684,0.033880848437547684,False
77,7,25,1,3,tekno,3,tekno,-0.10446347296237946,0.10446347296237946,True
77,8,88,juta,3,tekno,0,bola,-0.6818286180496216,0.6818286180496216,False
77,8,88,juta,3,tekno,1,global,0.19783572852611542,0.19783572852611542,False
77,8,88,juta,3,tekno,2,money,0.16214381158351898,0.16214381158351898,False
77,8,88,juta,3,tekno,3,tekno,0.313982218503952,0.313982218503952,True
